implementation,format,matrix,rows,cols,nnz,processes,avg_time_s,std_time_s,gflops,comm_time_s,compute_time_s,file_parse_s,input_total_s,input_read_parse_s,input_file_io_s,input_parse_s,matrix_validation_s,matrix_redistribution_s,matrix_pack_s,matrix_exchange_s,matrix_source_nnz,matrix_remote_nnz,matrix_remote_fraction,format_conv_s,h2d_transfer_s,valid,max_abs_error
MPI mpi-io-in block-x adaptive ,CSR,rmat_22.mtx,4194304,4194304,37748204,3,2.410306620e-03,5.244777423e-05,31.322325290,1.795712460e-03,6.230425513e-04,7.849042951e+00,7.849043291e+00,7.486302384e+00,5.649205236e+00,1.837095425e+00,1.000884406e+00,3.598487960e-01,2.648286970e-01,9.502009900e-02,37748204,25165190,6.666592668e-01,6.080446958e+00,2.457575400e-02,1,1.341104507e-04
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,3,1.775347800e-04,1.208974534e-05,34.985099821,1.157191200e-04,4.349951982e-05,1.834922295e+00,1.834928634e+00,1.795160306e+00,1.216452672e+00,5.787057940e-01,3.228816870e-01,3.917063900e-02,2.593259700e-02,1.323804200e-02,3105536,2075698,6.683863913e-01,3.440914485e-01,3.373051000e-03,1,2.022539686e-06
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,3,2.011228720e-03,1.176736586e-04,71.266210837,1.551533460e-03,4.319641674e-04,1.753992006e+01,1.753992038e+01,1.675799273e+01,1.013710978e+01,6.620880826e+00,3.543898034e+00,7.759679330e-01,5.779637040e-01,1.980042290e-01,71666325,47801712,6.670038125e-01,1.016862043e+01,3.452163400e-02,0,1.655946069e-02
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,3,1.117663520e-03,7.217022864e-05,34.420269886,9.400934200e-04,1.529651222e-04,5.718126401e+00,5.718127132e+00,5.506873456e+00,3.764569501e+00,1.742302999e+00,9.770614280e-01,2.090472010e-01,1.540132900e-01,5.503391100e-02,19235140,12824946,6.667456540e-01,2.409604315e+00,1.152500600e-02,1,2.038478851e-05
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,3,4.580664200e-04,2.837626954e-05,65.541870543,3.256907600e-04,1.105100802e-04,5.411493836e+00,5.411494354e+00,5.249993936e+00,3.520690466e+00,1.729302697e+00,9.098479500e-01,1.605331240e-01,1.208456680e-01,3.968745600e-02,15011265,9999004,6.661000255e-01,1.912758247e+00,8.562886000e-03,1,2.346513704e-05
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,3,4.668375560e-03,4.077502844e-04,11.405247782,4.427597260e-03,2.242560017e-04,1.564667360e+01,1.564667405e+01,1.535239579e+01,9.623075296e+00,5.729318297e+00,3.280004322e+00,2.916373990e-01,2.099479700e-01,8.168942900e-02,26621990,17912637,6.728511655e-01,3.906812713e+00,2.314097100e-02,1,4.810702203e-04
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,3,7.843845060e-03,4.446357616e-04,5.180177029,7.642924760e-03,1.566924787e-04,1.307101595e+01,1.307101621e+01,1.284765668e+01,8.464131180e+00,4.383524371e+00,2.376010810e+00,2.212705080e-01,1.643258100e-01,5.694469800e-02,20316253,13538948,6.664096967e-01,2.827623451e+00,2.331195400e-02,1,6.988048553e-04
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,3,1.728394921e-01,1.071275598e-03,11.801737875,1.662592919e-01,5.797826481e-03,3.663209213e+02,3.663209217e+02,3.552554386e+02,2.528951640e+02,1.023602736e+02,5.805799416e+01,1.096942978e+01,8.493830524e+00,2.475599259e+00,1019903190,680202098,6.669281013e-01,1.664240230e+02,6.994267410e-01,1,5.072355270e-05
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,3,7.823754160e-02,5.357932241e-04,19.797972589,7.402173730e-02,3.912847352e-03,1.826707288e+02,1.826707293e+02,1.742291448e+02,1.106514016e+02,6.357774128e+01,3.768330208e+01,8.386331599e+00,6.489509445e+00,1.896822154e+00,774472352,516302458,6.666505998e-01,1.288259045e+02,4.249856500e-01,1,1.153945923e-04
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,3,1.262131540e-02,1.130772975e-03,23.926844265,9.845051640e-03,2.708172793e-03,2.574461582e+01,2.574461610e+01,2.412713759e+01,1.663439556e+01,7.492741371e+00,3.991037713e+00,1.604454737e+00,1.227045191e+00,3.774095460e-01,150994124,100663547,6.666719494e-01,3.418621726e+01,9.057683700e-02,1,6.633996964e-05
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,rmat_26.mtx,67108864,67108864,603978557,3,5.728863440e-02,3.893693025e-04,21.085458340,3.885568226e-02,1.820725235e-02,1.064587692e+02,1.064587697e+02,1.000589593e+02,6.972041273e+01,3.033854571e+01,1.661269242e+01,6.349712548e+00,4.886013907e+00,1.463698641e+00,603978557,402645169,6.666547419e-01,1.587900349e+02,3.533517750e-01,1,1.968145370e-04
MPI mpi-io-in 1d-random-x adaptive CUDA-aware MPI,CSR,rmat_22.mtx,4194304,4194304,37748204,3,2.388158940e-03,7.016090731e-05,31.612807144,1.744865000e-03,6.100172758e-04,6.134143273e+00,6.134143791e+00,5.730954582e+00,3.891281456e+00,1.839671034e+00,9.983380140e-01,4.001260640e-01,3.048224450e-01,9.530361900e-02,37748204,25165402,6.666648829e-01,7.140902459e+00,2.549805900e-02,1,7.343292236e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,3,8.969942000e-05,3.549052173e-06,69.243167905,2.938274000e-05,4.460544020e-05,1.524710864e+00,4.308518935e+00,1.494235119e+00,9.172471320e-01,5.769874720e-01,3.191425710e-01,2.961983100e-02,9.913959000e-03,1.970587200e-02,3105536,2065464,6.650909859e-01,7.455446284e-02,2.988848000e-03,1,2.022539686e-06
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,3,4.516897800e-04,5.723826853e-06,317.325421886,2.693198000e-05,4.059955150e-04,1.668803448e+01,5.025832852e+01,1.612779085e+01,9.503234774e+00,6.624555195e+00,3.542239264e+00,5.537004790e-01,3.533307660e-01,2.003697130e-01,71666325,58095856,8.106437159e-01,6.623536562e-01,3.024949200e-02,0,1.655946069e-02
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,3,1.892054800e-04,2.692827237e-06,203.325400513,3.996198000e-05,1.431552008e-04,5.477403615e+00,1.712839169e+01,5.326104055e+00,3.572643612e+00,1.753459699e+00,9.890395350e-01,1.494828520e-01,9.505302500e-02,5.442982700e-02,19235140,11020732,5.729478444e-01,2.643708564e-01,9.567000000e-03,1,2.038478851e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,3,1.964726000e-04,6.476503199e-05,152.807719753,7.670078000e-05,9.385984182e-05,6.186580704e+00,1.475651443e+01,6.075269084e+00,4.338802206e+00,1.736466236e+00,9.172500250e-01,1.098775680e-01,7.056079500e-02,3.931677300e-02,15011265,9869368,6.574641111e-01,1.708178480e-01,7.096383000e-03,1,2.083359075e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,3,5.203960120e-03,3.351327827e-04,10.231435056,4.998229760e-03,1.942732814e-04,1.579001254e+01,3.880571564e+01,1.557895922e+01,9.846897790e+00,5.732060327e+00,3.275666152e+00,2.089220570e-01,1.231289850e-01,8.579307200e-02,26621990,16668584,6.261208873e-01,1.020214379e+00,2.187512900e-02,1,1.080270620e-03
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,3,2.026062600e-04,1.752697714e-06,200.549114331,4.690090000e-05,1.590271986e-04,1.258672867e+01,2.973089185e+01,1.243076612e+01,8.048197665e+00,4.382567583e+00,2.411392942e+00,1.542554840e-01,9.734624000e-02,5.690924400e-02,20316253,17355828,8.542829231e-01,3.911770857e-01,1.136214000e-02,1,6.988048553e-04
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,3,7.216961100e-03,3.593313623e-04,282.640622796,1.382094540e-03,6.060830736e-03,3.799747395e+02,1.266527307e+03,3.720317609e+02,2.696605871e+02,1.023711731e+02,5.804274773e+01,7.846316672e+00,5.354097952e+00,2.492218720e+00,1019903190,684818538,6.714544525e-01,1.626177839e+01,4.615523500e-01,1,5.072355270e-05
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,3,5.010544920e-03,1.762516412e-04,309.136975864,9.638555200e-04,4.426342449e-03,2.178026150e+02,6.284326495e+02,2.118669052e+02,1.483343374e+02,6.353256601e+01,3.763319100e+01,5.879120367e+00,3.875296545e+00,2.003823822e+00,774472352,336569589,4.345792179e-01,8.044425536e+00,3.241503540e-01,1,1.153945923e-04
MPI mpi-io-in 1d-gp-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,3,8.302210780e-03,8.453734186e-04,36.374437605,5.824138360e-03,2.508328991e-03,2.737509516e+01,3.031474801e+02,2.419654453e+01,1.669677471e+01,7.499768727e+00,3.986605113e+00,3.162909673e+00,2.777562876e+00,3.853467970e-01,150994124,100653447,6.666050594e-01,2.384855073e+01,8.809130700e-02,1,6.633996964e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,3,1.281975000e-04,5.949494426e-06,48.449244330,7.644436000e-05,4.466688022e-05,1.650205852e+00,4.485215324e+00,1.609886420e+00,1.034534908e+00,5.753507000e-01,3.204375770e-01,3.945540000e-02,2.772463900e-02,1.173076100e-02,3105536,2065425,6.650784277e-01,2.530994766e-01,2.766970000e-03,1,1.312486501e-06
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,3,4.976493600e-04,5.309992606e-06,288.019359655,8.343976000e-05,4.107673585e-04,1.878190802e+01,5.258706933e+01,1.799972898e+01,1.137249129e+01,6.627235671e+00,3.593112728e+00,7.746253580e-01,5.827644510e-01,1.918609070e-01,71666325,58095856,8.106437159e-01,2.029185339e+00,2.973189800e-02,0,1.655946069e-02
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,3,2.894029000e-04,1.438111986e-05,132.929835879,1.510228800e-04,1.453055996e-04,5.158982455e+00,1.682836747e+01,4.950997579e+00,3.197994616e+00,1.753002165e+00,9.870576880e-01,2.055798740e-01,1.560693580e-01,4.951051600e-02,19235140,11021924,5.730098143e-01,7.438543716e-01,8.957681000e-03,1,2.038478851e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,3,2.149441600e-04,1.727254160e-05,139.675951186,1.118652200e-04,9.476096228e-05,4.914383278e+00,1.344949329e+01,4.751467588e+00,3.019856597e+00,1.731610279e+00,9.133989740e-01,1.616951430e-01,1.232287900e-01,3.846635300e-02,15011265,9869368,6.574641111e-01,4.205331152e-01,6.645447000e-03,1,2.206497974e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,3,3.206028300e-03,1.985716456e-05,16.607457894,2.994667540e-03,2.209382367e-04,1.670310247e+01,3.949077454e+01,1.639873993e+01,1.066404550e+01,5.734693598e+00,3.284992229e+00,3.021487870e-01,2.333924670e-01,6.875632000e-02,26621990,18493163,6.946574242e-01,1.478490526e+00,1.309528200e-02,1,4.810702203e-04
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,3,2.673105200e-04,3.875387847e-06,152.004889295,1.163702600e-04,1.422745582e-04,1.398058998e+01,3.207278536e+01,1.376232239e+01,9.379693906e+00,4.382627699e+00,2.432216814e+00,2.179612760e-01,1.614997010e-01,5.646157500e-02,20316253,17355839,8.542834646e-01,1.332181668e+00,1.137412300e-02,1,2.777576447e-04
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,3,9.535817200e-03,5.649026420e-04,213.909970926,4.101135560e-03,5.841797113e-03,3.482465365e+02,1.258971975e+03,3.370181795e+02,2.343920170e+02,1.026261618e+02,5.715383450e+01,1.113133670e+01,8.657220442e+00,2.474116261e+00,1019903190,684741460,6.713788786e-01,4.732145325e+01,4.453161920e-01,1,5.072355270e-05
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,3,4.832145040e-03,4.419303556e-04,320.550126535,9.781690401e-04,3.939594250e-03,2.083867455e+02,6.155265881e+02,1.999693240e+02,1.363572907e+02,6.361203226e+01,3.773356433e+01,8.362089461e+00,6.358996755e+00,2.003092706e+00,774472352,336569589,4.345792179e-01,2.841126973e+01,3.187587460e-01,1,1.153945923e-04
MPI mpi-io-in 2d-gp-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,3,7.127427660e-03,6.072800285e-04,42.369879065,5.129846080e-03,2.517483478e-03,3.444084138e+01,3.099691467e+02,3.030712623e+01,2.279476231e+01,7.512363229e+00,4.012278149e+00,4.115400700e+00,3.745647809e+00,3.697528910e-01,150994124,100653447,6.666050594e-01,1.384923519e+01,6.674987700e-02,1,8.833408356e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,webbase-1M.mtx,1000005,1000005,3105536,3,1.174752600e-04,7.490313021e-06,52.871319459,6.798710000e-05,4.272127956e-05,2.007143992e+00,3.654286501e+00,1.978140725e+00,1.396791656e+00,5.813484730e-01,3.267069380e-01,2.796086300e-02,1.735020900e-02,1.061065400e-02,3105536,1936724,6.236359843e-01,1.709696552e-01,2.994495000e-03,1,2.022539686e-06
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,bone010.mtx,986703,986703,71666325,3,4.670065800e-04,1.467723126e-05,306.917838288,4.483274000e-05,4.053811181e-04,2.630401489e+01,4.571779197e+01,2.575054359e+01,1.884543725e+01,6.905105574e+00,3.813014456e+00,5.469423910e-01,3.586966820e-01,1.882457090e-01,71666325,40528919,5.655224961e-01,8.168784489e-01,4.161308800e-02,0,1.655946069e-02
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,eu-2005.mtx,862664,862664,19235140,3,3.576940200e-04,2.120578620e-05,107.550805574,1.987256600e-04,1.436672014e-04,6.810155554e+00,1.307163362e+01,6.655980883e+00,4.837273881e+00,1.818706086e+00,1.077881427e+00,1.526817530e-01,9.461103100e-02,5.807072200e-02,19235140,11140044,5.791506586e-01,4.174794893e-01,1.016245100e-02,1,2.038478851e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,Si41Ge41H72.mtx,185639,185639,15011265,3,2.598607000e-04,1.585712131e-05,115.533168347,1.434163000e-04,9.811968267e-05,7.565570621e+00,1.272726181e+01,7.450214286e+00,5.633681695e+00,1.816531490e+00,9.957133360e-01,1.143638810e-01,7.111575000e-02,4.324813100e-02,15011265,7192923,4.791683446e-01,4.354106784e-01,7.205306000e-03,1,2.488980691e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,FullChip.mtx,2987012,2987012,26621990,3,3.738268300e-03,9.138034294e-05,14.242953081,3.527501560e-03,2.051276785e-04,2.032922041e+01,3.546679938e+01,2.011425445e+01,1.421801156e+01,5.896242077e+00,3.442630985e+00,2.121514930e-01,1.413531780e-01,7.079831500e-02,26621990,18350808,6.893101530e-01,1.873084801e+00,2.389020800e-02,1,4.810702203e-04
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,rajat31.mtx,4690002,4690002,20316253,3,2.144057400e-04,5.358580278e-06,189.512211753,6.297196000e-05,1.594367981e-04,1.620327701e+01,2.972123361e+01,1.604300674e+01,1.146393241e+01,4.579073280e+00,2.611158010e+00,1.580322310e-01,1.029569640e-01,5.507526700e-02,20316253,11415397,5.618849598e-01,3.937192003e-01,1.128163500e-02,1,6.988048553e-04
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,webbase-2001.mtx,118142155,118142155,1019903190,3,1.243232834e-02,1.242303429e-03,164.072756463,6.828288500e-03,5.653606415e-03,4.163115506e+02,7.518763681e+02,4.081923457e+02,3.060269388e+02,1.021654052e+02,5.910009976e+01,8.018203039e+00,5.119022934e+00,2.899180105e+00,1019903190,613037268,6.010739784e-01,1.900190597e+01,4.625008270e-01,1,5.072355270e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,nlpkkt240.mtx,27993600,27993600,774472352,3,1.933273918e-02,1.201681887e-03,80.120291780,1.551500818e-02,3.918233609e-03,2.104388326e+02,3.878055127e+02,2.047030416e+02,1.407095437e+02,6.399349616e+01,3.812379131e+01,5.683049432e+00,3.504389761e+00,2.178659671e+00,774472352,397432078,5.131649658e-01,5.630226910e+01,3.676402030e-01,1,1.153945923e-04
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,rmat_24.mtx,16777216,16777216,150994124,3,1.221712114e-02,1.167869544e-03,24.718445904,9.442491700e-03,2.691092486e-03,3.191281171e+01,5.801556253e+01,2.876381715e+01,2.128100998e+01,7.482802946e+00,4.044930780e+00,3.134646605e+00,2.767071783e+00,3.675748220e-01,150994124,100651645,6.665931252e-01,2.935763635e+01,8.288713400e-02,1,7.236003876e-05
MPI mpi-io-in 1d-lra-x adaptive CUDA-aware MPI,CSR,rmat_22.mtx,4194304,4194304,37748204,3,2.437205860e-03,1.286888784e-04,30.976623370,1.801693260e-03,6.116966462e-04,6.879314447e+00,1.353856492e+01,6.154444259e+00,4.319818352e+00,1.834623740e+00,1.002745938e+00,7.203783760e-01,5.747428490e-01,1.456355270e-01,37748204,25168360,6.667432443e-01,5.614599496e+00,2.198404000e-02,1,7.569789886e-05



MPI mpi-io-in cyclic-x adaptive,CSR,ldoor.mtx,952203,952203,46522475,2,8.167923800e-04,2.504421507e-04,113.915056357,3.813170400e-04,4.085145670e-04,1.411219527e+01,1.411219555e+01,1.383669048e+01,1.039835320e+01,3.438335172e+00,1.471121300e-02,2.712214120e-01,1.413288960e-01,1.298925160e-01,46522475,23254924,4.998642914e-01,2.562777894e+00,2.011869600e-02,0,1.997471085e+01
MPI mpi-io-in cyclic-x adaptive,CSR,webbase-1M.mtx,1000005,1000005,3105536,2,1.038533400e-04,4.426804060e-06,59.806184375,2.647444000e-05,5.787648097e-05,1.780787827e+00,1.780788107e+00,1.759431868e+00,1.382628995e+00,3.768019210e-01,7.238477000e-03,2.110374200e-02,1.055349200e-02,1.055025000e-02,3105536,1561913,5.029447413e-01,1.175807852e-01,2.664294000e-03,1,2.022539686e-06
MPI mpi-io-in cyclic-x adaptive,CSR,bone010.mtx,986703,986703,71666325,2,1.086511100e-03,2.429732994e-04,131.920097273,4.405668600e-04,6.185984015e-04,1.582277188e+01,1.582277211e+01,1.540831894e+01,1.079817089e+01,4.610146213e+00,3.408407000e-02,4.080177370e-01,2.138674100e-01,1.941503270e-01,71666325,35832727,4.999939232e-01,3.818190630e+00,2.799064400e-02,0,1.655946069e-02
MPI mpi-io-in cyclic-x adaptive,CSR,boyd2.mtx,466316,466316,1500397,2,2.361199400e-04,1.030345340e-04,12.708769958,1.828753000e-04,3.248127982e-05,3.264078340e-01,3.264080620e-01,3.186202290e-01,2.243296880e-01,9.428945600e-02,9.503014000e-03,7.757194000e-03,3.666113000e-03,4.091081000e-03,1500397,814863,5.430982600e-01,8.782501166e-02,2.245229000e-03,1,4.365163746e+02
MPI mpi-io-in cyclic-x adaptive,CSR,ASIC_680ks.mtx,682712,682712,2329176,2,1.539048200e-04,6.124303944e-05,30.267746000,1.008601400e-04,3.321856007e-05,1.461893246e+00,1.461893434e+00,1.448979359e+00,1.101538862e+00,3.474396160e-01,4.602544000e-03,1.285762600e-02,5.190003000e-03,7.667623000e-03,2329176,1162787,4.992267652e-01,9.586345761e-02,2.553716000e-03,1,3.744061245e-02
MPI mpi-io-in cyclic-x adaptive,CSR,eu-2005.mtx,862664,862664,19235140,2,5.471690600e-04,1.653609709e-04,70.307849643,3.130830000e-04,2.087526387e-04,5.264797831e+00,5.264798061e+00,5.151741336e+00,4.036172488e+00,1.115568105e+00,1.170900000e-02,1.115419670e-01,5.767151100e-02,5.387045600e-02,19235140,9602380,4.992102995e-01,1.027986057e+00,9.580210000e-03,1,2.038478851e-05
MPI mpi-io-in cyclic-x adaptive,CSR,Si41Ge41H72.mtx,185639,185639,15011265,2,2.232255800e-04,2.581977091e-05,134.494129213,5.695730000e-05,1.461043203e-04,5.348261689e+00,5.348261904e+00,5.258329513e+00,4.027450796e+00,1.230877813e+00,4.155521800e-02,8.929205800e-02,4.648222200e-02,4.280983600e-02,15011265,7508784,5.002099423e-01,8.140982588e-01,6.658627000e-03,1,2.532686109e-05
MPI mpi-io-in cyclic-x adaptive,CSR,Rucci1.mtx,1977885,109900,7791168,2,1.387903600e-04,1.180242855e-05,112.272466186,4.146578000e-05,7.755775899e-05,4.857462960e+00,4.857463293e+00,4.811008320e+00,3.636954045e+00,1.174053519e+00,8.165870000e-03,4.633997000e-02,2.268668400e-02,2.365328600e-02,7791168,3895579,4.999993582e-01,5.059975492e-01,4.268220000e-03,1,2.607567424e-07
MPI mpi-io-in cyclic-x adaptive,CSR,FullChip.mtx,2987012,2987012,26621990,2,1.417940580e-03,8.298738062e-04,37.550219488,1.076917480e-03,3.000524759e-04,1.409338803e+01,1.409338833e+01,1.393844227e+01,1.027742888e+01,3.661012622e+00,6.595944200e-02,1.532015520e-01,8.060406200e-02,7.259749000e-02,26621990,13357219,5.017363090e-01,1.696210047e+00,1.602251600e-02,1,4.810702203e-04
MPI mpi-io-in cyclic-x adaptive,CSR,rajat31.mtx,4690002,4690002,20316253,2,3.140075860e-03,1.228858181e-03,12.939975915,2.859177520e-03,2.386534432e-04,1.168704706e+01,1.168704738e+01,1.156760666e+01,8.546015516e+00,3.021590253e+00,1.037522700e-01,1.180035790e-01,6.130973800e-02,5.669384100e-02,20316253,10160017,5.000930536e-01,1.200575748e+00,1.589481600e-02,1,6.988048553e-04
MPI mpi-io-in cyclic-x adaptive,CSR,webbase-2001.mtx,118142155,118142155,1019903190,2,1.016816851e-01,7.583822151e-04,20.060705894,9.245275418e-02,8.502272015e-03,3.351422578e+02,3.351422581e+02,3.292094807e+02,2.643109851e+02,6.489849493e+01,9.207126560e-01,5.879805110e+00,3.041072109e+00,2.838733001e+00,1019903190,509969816,5.000178654e-01,7.140594413e+01,5.253910030e-01,1,5.072355270e-05
MPI mpi-io-in cyclic-x adaptive,CSR,nlpkkt240.mtx,27993600,27993600,774472352,2,3.525642180e-02,5.461883339e-04,43.933689947,2.928421926e-02,5.741895647e-03,1.602629009e+02,1.602629011e+02,1.557182484e+02,1.159740847e+02,3.974416226e+01,1.161635228e+00,4.495525929e+00,2.382662064e+00,2.112863865e+00,774472352,387236143,4.999999574e-01,3.623643672e+01,3.216480890e-01,1,1.153945923e-04
MPI mpi-io-in cyclic-x adaptive,CSR,rmat_24.mtx,16777216,16777216,150994124,2,9.327338540e-03,8.310049355e-04,32.376679232,4.564459780e-03,4.687892523e-03,2.342155894e+01,2.342155920e+01,2.255272145e+01,1.741570054e+01,5.137019786e+00,2.682740300e-02,8.564582050e-01,4.470912860e-01,4.093669190e-01,150994124,75499917,5.000189080e-01,1.818798293e+01,6.831923100e-02,1,6.633996964e-05
MPI mpi-io-in cyclic-x adaptive,CSR,rmat_26.mtx,67108864,67108864,603978557,2,4.711765168e-02,4.032372680e-04,25.637039855,1.850950786e-02,2.842136574e-02,1.025349721e+02,1.025349724e+02,9.904455788e+01,7.891902619e+01,2.012553094e+01,1.134079320e-01,3.446390226e+00,1.794351622e+00,1.652038604e+00,603978557,301973972,4.999746572e-01,8.877919892e+01,2.654982050e-01,1,4.784464836e-04
MPI mpi-io-in cyclic-x adaptive,CSR,rmat_22.mtx,4194304,4194304,37748204,2,1.589289640e-03,3.172260307e-04,47.503240504,6.562971200e-04,9.007718432e-04,5.846700862e+00,5.846701138e+00,5.628706429e+00,4.387962335e+00,1.240743344e+00,1.162384300e-02,2.149413110e-01,1.111845580e-01,1.037567530e-01,37748204,18869010,4.998651062e-01,3.893053974e+00,1.983725200e-02,1,1.341104507e-04
MPI mpi-io-in block-x adaptive ,CSR,ldoor.mtx,952203,952203,46522475,2,4.876398600e-04,1.570507161e-05,190.806694924,8.743100000e-05,3.969638342e-04,1.281985427e+01,1.281985450e+01,1.252119830e+01,9.060555853e+00,3.460640369e+00,6.255335500e-02,2.946447600e-01,2.066155470e-01,8.802921300e-02,46522475,4373044,9.399852437e-02,1.096954970e+00,1.824398100e-02,0,1.997471085e+01
MPI mpi-io-in block-x adaptive ,CSR,webbase-1M.mtx,1000005,1000005,3105536,2,9.529364000e-05,1.470684205e-06,65.178242745,3.916068000e-05,6.187007897e-05,1.849824848e+00,1.849825053e+00,1.827349267e+00,1.445648510e+00,3.816998560e-01,1.509971900e-02,2.218132800e-02,1.415211000e-02,8.029218000e-03,3105536,231022,7.439037899e-02,4.308288756e-02,2.480934000e-03,1,2.022539686e-06
MPI mpi-io-in block-x adaptive ,CSR,bone010.mtx,986703,986703,71666325,2,6.385400000e-04,1.456988593e-06,224.469336298,2.612082000e-05,6.048972940e-04,1.629078152e+01,1.629078171e+01,1.584526464e+01,1.125213271e+01,4.593131144e+00,2.067084600e-02,4.397154940e-01,3.141622300e-01,1.255532640e-01,71666325,239218,3.337941495e-03,7.048055252e-01,2.605494700e-02,0,1.655946069e-02
MPI mpi-io-in block-x adaptive ,CSR,boyd2.mtx,466316,466316,1500397,2,1.793831400e-04,7.281755132e-05,16.728406025,1.266018800e-04,3.235839978e-05,4.388174800e-01,4.388177060e-01,4.261924380e-01,3.322914780e-01,9.390021300e-02,9.582325000e-03,1.260283100e-02,7.263968000e-03,5.338863000e-03,1500397,703574,4.689252245e-01,1.612361384e-01,2.326601000e-03,1,1.440215890e+02
MPI mpi-io-in block-x adaptive ,CSR,ASIC_680ks.mtx,682712,682712,2329176,2,6.246416000e-05,1.206139516e-06,74.576397089,1.415124000e-05,2.988032047e-05,1.430249206e+00,1.430249419e+00,1.414863627e+00,1.064272432e+00,3.505903180e-01,3.409328000e-03,1.535713200e-02,9.539472000e-03,5.817660000e-03,2329176,40781,1.750876705e-02,2.787720360e-02,2.015606000e-03,1,3.744061245e-02
MPI mpi-io-in block-x adaptive ,CSR,eu-2005.mtx,862664,862664,19235140,2,2.579279800e-04,8.447940441e-06,149.151247569,4.457402000e-05,2.006835172e-04,4.740902315e+00,4.740902482e+00,4.616748083e+00,3.497645262e+00,1.119101568e+00,1.535675800e-02,1.222938980e-01,8.515192700e-02,3.714197100e-02,19235140,1471369,7.649380249e-02,3.740361764e-01,8.321798000e-03,1,2.038478851e-05
